orthomap	organism	mirna	gene	log2FoldChange	pvalue	baseMean	bMctrl	bMtreat	padj
ENSG00000169715|ENSMUSG00000031762	human	mir197	MT1E	-0.570044790764552	0.0008335796939804	117.443027866231	140.54316417446	94.3428915580022	0.0009683500636658539
ENSG00000178078|ENSMUSG00000038781	human	mir197	STAP2	-0.55190754595629	0.0010945392795599	110.575230212683	131.660437399023	89.4900230263433	0.001263932263301313
ENSG00000141639|ENSMUSG00000024558	human	mir197	MAPK4	-0.64019928510196	0.0011243535336119	83.5457348722083	102.002537455087	65.0889322893292	0.0012906780208325952
ENSG00000086289|ENSMUSG00000002808	human	mir197	EPDR1	0.533872799580294	0.0011417947190404	124.420659384525	101.475790997854	147.365527771196	0.0013029892676108094
ENSG00000141873|ENSMUSG00000046822	human	mir197	SLC39A3	-0.566445872794078	0.0014900798377956	99.5033738003111	118.984092322902	80.0226552777205	0.0016904999329376985
ENSG00000108963|ENSMUSG00000078789	human	mir197	DPH1	-0.541916839209976	0.0016307001708206	110.134364694923	130.76495465564	89.5037747342064	0.0018392780996464907
ENSG00000181135|ENSMUSG00000034429	human	mir197	ZNF707	-0.600001573916671	0.0016472781391959	86.3273921451345	104.229368162411	68.4254161278585	0.0018472367572485815
ENSG00000183718|ENSMUSG00000022113	human	mir197	TRIM52	-0.532192737057596	0.0016817171101494	110.368513226243	130.679953318732	90.0570731337541	0.0018750179274079515
ENSG00000072201|ENSMUSG00000029228	human	mir197	LNX1	-0.630059995177529	0.0019466707445004	89.2708076907481	108.675099692437	69.8665156890591	0.0021580235681890147
ENSG00000273274|ENSMUSG00000048485	human	mir197	ZBTB8B	-0.590112144726104	0.0021260053085093	102.473393089089	123.345293506939	81.6014926712384	0.002343437669606842
ENSG00000100379|ENSMUSG00000033287	human	mir197	KCTD17	-0.519455464434242	0.0024225932805728	114.46702709509	135.032798821178	93.9012553690021	0.0026552717312492836
ENSG00000064225|ENSMUSG00000022747	human	mir197	ST3GAL6	-0.600871241501826	0.0026698004270403	88.5162631472521	106.892799332637	70.1397269618672	0.0029097824878978554
ENSG00000125144|ENSMUSG00000031762	human	mir197	MT1G	-0.552811778649365	0.0027640206189739	92.5548212333016	110.262846518514	74.8467959480897	0.002988508465973122
ENSG00000117477|ENSMUSG00000026578	human	mir197	CCDC181	-0.521505371632369	0.002772842906573	103.041581793234	121.643935232663	84.4392283538053	0.002988508465973122
ENSG00000176749|ENSMUSG00000048895	human	mir197	CDK5R1	-0.532305827681104	0.0029490489019059	111.130799320771	131.585514161839	90.6760844797026	0.003160859044031738
	human	mir197	GVQW3	-0.609788876392188	0.0030437993467488	84.6373933185282	102.471004247399	66.8037823896573	0.0032444894135674023
ENSG00000142408|ENSMUSG00000053395	human	mir197	CACNG8	0.51592420441023	0.0030928125028673	125.912683772799	103.458758603243	148.366608942354	0.003278719265334733
ENSG00000075643|ENSMUSG00000039616	human	mir197	MOCOS	0.515715077214814	0.0031659117602653	129.450908873665	106.380145032564	152.521672714766	0.003337972182018849
ENSG00000037757|ENSMUSG00000004996	human	mir197	MRI1	-0.505822177265172	0.0031881328095413	102.633163648721	120.616689632535	84.6496376649073	0.0033432311624379037
ENSG00000184368|ENSMUSG00000041020	human	mir197	MAP7D2	0.534632277814489	0.0041365820436614	128.175687057915	104.511000090497	151.840374025334	0.004314499550915654
ENSG00000171130|ENSMUSG00000039347	human	mir197	ATP6V0E2	-0.529403442532343	0.0054971819219726	85.3110893361665	100.971869615669	69.6503090566642	0.005702958785361948
ENSG00000143434|ENSMUSG00000038777	human	mir197	SEMA6C	-0.543458593442454	0.0066040392719793	93.1054836824301	110.623438338194	75.587529026666	0.00681480648278715
ENSG00000104967|ENSMUSG00000030411	human	mir197	NOVA2	-0.522758882466807	0.0070830249566403	86.1660474673724	101.787755455365	70.5443394793803	0.007270406569249832
ENSG00000023697|ENSMUSG00000030225	human	mir197	DERA	-0.517819117267576	0.0075644221377778	93.2425274166981	109.976258551153	76.5087962822429	0.00772367313015207
ENSG00000179542|ENSMUSG00000046699	human	mir197	SLITRK4	-0.526373147598524	0.0085853805613718	87.3635096727633	103.306929934946	71.4200894105807	0.008720229470712718
ENSG00000140044|ENSMUSG00000034271	human	mir197	JDP2	0.599764212265377	0.0095169798476155	239.61023664388	190.304484042972	288.915989244788	0.009616115054361494
ENSG00000075651|ENSMUSG00000027695	human	mir197	PLD1	-0.538207933179015	0.0111580843910851	89.5005273551477	106.188376726038	72.8126779842576	0.0112158982998472
ENSG00000100285|ENSMUSG00000020396	human	mir197	NEFH	0.68671603429802	0.0153926104587171	172.683381159012	132.110326985819	213.256435332205	0.0153926104587171
